Systematic Name,5'UTR Length
YJR135W-A,22
YPR100W,22
YML112W,22
YGR231C,22
YPR069C,22
YGL070C,22
YDR158W,22
YDR130C,22
YHR067W,22
YGL088W,22
YNL162W,22
YNL072W,22
YKL195W,22
YNL159C,22
YOR250C,22
YDL101C,22
YBL098W,22
YIR018W,22
YKR004C,22
YGR104C,22
YOR310C,22
YNL108C,22
YJR144W,22
YGR198W,22
YGR212W,22
YCR031C,22
YFL017C,22
YDL021W,22
YBR058C,22
YPL147W,22
YOR292C,22
YJL010C,22
YJL013C,22
YGL100W,22
YER185W,22
YIL111W,22
YLR072W,22
YPL161C,22
YBL010C,22
YHL013C,22
YPL208W,22
YNL214W,22
YOL092W,22
YJR112W-A,22
YML092C,22
YGL166W,22
YER006W,22
YML024W,22
YGR282C,23
YPL103C,23
YDR363W-A,23
YPL271W,23
YEL015W,23
YLR325C,23
YJL178C,23
YKL061W,23
YER036C,23
YAL030W,23
YIL041W,23
YDL133C-A,23
YDL200C,23
YDL144C,23
YDL184C,23
YMR298W,23
YPR043W,23
YKL141W,23
YMR276W,23
YCL028W,23
YOL072W,23
YIL153W,23
YOL142W,23
YOR224C,23
YDL080C,23
YDR469W,23
YKR087C,23
YBL040C,23
YML107C,23
YOR164C,23
YJL069C,23
YPR187W,23
YFR029W,23
YML036W,23
YOR141C,23
YBL027W,23
YOL158C,23
YOR126C,23
YBR003W,23
YDR503C,23
YBR013C,23
YJR017C,23
YBR055C,23
YNL067W,23
YHR082C,23
YLR014C,23
YBR173C,23
YMR186W,23
YJR086W,23
YBR258C,23
YDR450W,23
YBR189W,23
YLR396C,23
YGL043W,23
YHR208W,23
YDR168W,23
YCR090C,24
YOR020C,24
YPL005W,24
YOR037W,24
YHR010W,24
YNL310C,24
YCR083W,24
YOL026C,24
YHR118C,24
YCL051W,24
YNL209W,24
YGR118W,24
YLR102C,24
YDR194C,24
YDR221W,24
YNL153C,24
YGR222W,24
YHR074W,24
YHR141C,24
YGR155W,24
YDR246W,24
YLR459W,24
YCR003W,24
YNR010W,24
YPL225W,24
YPL215W,24
YML095C,24
YMR099C,24
YDL036C,24
YNR054C,24
YOR063W,24
YMR062C,24
YDR524C-B,24
YFR024C-A,24
YGL076C,24
YAL025C,24
YKR063C,24
YGL252C,24
YER182W,24
YGL210W,24
YER031C,24
YJL151C,24
YJR085C,24
YLL024C,24
YGL172W,24
YKL094W,24
YKR084C,24
YLR098C,24
YJL112W,24
YOL119C,25
YLR165C,25
YCL033C,25
YBR009C,25
YNL244C,25
YOL075C,25
YMR059W,25
YHL030W,25
YMR097C,25
YLL045C,25
YNL322C,25
YDL100C,25
YGL093W,25
YNL246W,25
YIR024C,25
YEL001C,25
YGR262C,25
YMR109W,25
YGR196C,25
YMR235C,25
YKL117W,25
YLR074C,25
YPL105C,25
YBR111W-A,25
YNL031C,25
YER162C,25
YNR023W,25
YPR055W,25
YPR048W,25
YOR207C,25
YIL028W,25
YER161C,25
YER154W,25
YHL015W,25
YKL100C,25
YOR353C,25
YLR420W,25
YKR016W,25
YPL096W,25
YDR116C,25
YNR060W,25
YNR019W,25
YGR283C,25
YML073C,25
YBL036C,25
YKL180W,25
YNL138W,26
YPR199C,26
YBR079C,26
YMR191W,26
YFR031C-A,26
YAL009W,26
YNL102W,26
YJL123C,26
YGR207C,26
YHR146W,26
YDL082W,26
YDR435C,26
YFR037C,26
YDL236W,26
YLR027C,26
YEL038W,26
YLR029C,26
YNR041C,26
YPR083W,26
YOL146W,26
YIL018W,26
YLR291C,26
YJL192C,26
YAR002W,26
YGL159W,26
YOR179C,26
YDR244W,26
YOL097C,26
YDR231C,26
YPR102C,26
YOR275C,26
YCL002C,26
YFR008W,26
YIR038C,26
YMR256C,26
YPL031C,26
YGL226W,26
YPL126W,26
YPL086C,26
YJL008C,26
YGL012W,26
YDR031W,26
YGL151W,26
YNR003C,26
YBR139W,26
YDL208W,26
YOL076W,26
YHR192W,26
YLR172C,26
YOR062C,26
YDR139C,26
YPR133W-A,26
YJL172W,26
YKL012W,26
YDR080W,26
YDR138W,26
YNL232W,26
YER126C,26
YLR063W,26
YOL005C,27
YMR269W,27
YMR060C,27
YHR127W,27
YHR156C,27
YBL078C,27
YGR085C,27
YHR017W,27
YBR091C,27
YJL088W,27
YJL158C,27
YKR060W,27
YPL079W,27
YLR406C,27
YML063W,27
YLR132C,27
YHR076W,27
YCR034W,27
YKL049C,27
YOR243C,27
YDR321W,27
YLL008W,27
YBL086C,27
YJL098W,27
YER023W,27
YHR025W,27
YBR261C,27
YER120W,27
YNL050C,27
YDL121C,27
YHR203C,27
YGL112C,27
YIL103W,27
YDR233C,27
YLL018C,27
YBL079W,27
YLR449W,27
YKR030W,27
YFL028C,27
YDR316W,27
YJL189W,27
YIL091C,27
YHR052W,27
YCL044C,27
YBR210W,27
YGR280C,27
YGL108C,27
YNR040W,27
YPR143W,27
YGL232W,27
YPL236C,28
YBR149W,28
YDL040C,28
YIL019W,28
YLR409C,28
YDL005C,28
YKL157W,28
YOL033W,28
YDR486C,28
YER074W,28
YPL249C-A,28
YOL065C,28
YOL073C,28
YDR101C,28
YDR100W,28
YMR064W,28
YFR047C,28
YEL055C,28
YIR026C,28
YIL026C,28
YDR181C,28
YMR128W,28
YOR223W,28
YKL205W,28
YJL077C,28
YLR247C,28
YLR231C,28
YIL127C,28
YOL149W,28
YFR025C,28
YLR058C,28
YDL136W,28
YPL146C,28
YPL144W,28
YHR065C,28
YNL006W,28
YMR251W-A,28
YLR075W,28
YLR136C,28
YDR339C,28
YDR385W,28
YER164W,28
YBR048W,28
YMR293C,28
YDR239C,28
YFR034C,28
YKL006W,28
YMR143W,28
YBR181C,28
YPR051W,28
YKL192C,28
YBR171W,28
YKL081W,28
YIL010W,28
YDL086W,28
YGL227W,28
YML002W,29
YER145C,29
YNL002C,29
YAL038W,29
YPL249C,29
YIL062C,29
YDR311W,29
YHL023C,29
YJL170C,29
YER074W-A,29
YKR043C,29
YPL122C,29
YJL033W,29
YPL096C-A,29
YNL217W,29
YHL038C,29
YLR109W,29
YPL051W,29
YDR057W,29
YNR032C-A,29
YML058W,29
YJR104C,29
YNR029C,29
YER003C,29
YJL203W,29
YDL173W,29
YOL066C,29
YLR010C,29
YGL241W,29
YBR012C,29
YMR310C,29
YGL171W,29
YJR138W,29
YGL148W,29
YER057C,29
YGR150C,29
YDR249C,29
YJL184W,29
YMR178W,29
YLR274W,29
YBR288C,29
YJL122W,29
YCL063W,29
YBR290W,29
YAR003W,29
YOL021C,29
YBL058W,29
YFL046W,29
YGR034W,29
YKL193C,29
YOR189W,29
YHR049W,29
YGL153W,29
YPL198W,29
YGR078C,29
YBR109C,29
YLL001W,29
YBL033C,29
YOR150W,29
YMR033W,29
YBL018C,30
YKL069W,30
YJL081C,30
YJL104W,30
YCR076C,30
YMR137C,30
YMR013W-A,30
YKR092C,30
YMR116C,30
YBR067C,30
YJL006C,30
YKL001C,30
YJR049C,30
YJL063C,30
YMR278W,30
YER051W,30
YDL170W,30
YOR048C,30
YIL063C,30
YER022W,30
YML009C,30
YOR096W,30
YOR168W,30
YNL281W,30
YEL017C-A,30
YJR047C,30
YOR206W,30
YDL051W,30
YER007C-A,30
YGR276C,30
YLR239C,30
YKL216W,30
YBR262C,30
YDR255C,30
YGL195W,30
YBR156C,30
YDR308C,30
YLL049W,30
YLR421C,30
YLR419W,30
YOL129W,30
YJR088C,30
YJR068W,30
YHR088W,30
YPL233W,30
YPL037C,30
YDR196C,30
YDR369C,30
YML055W,30
YIL096C,31
YLR370C,31
YKL065C,31
YDL064W,31
YCL034W,31
YBR280C,31
YCL040W,31
YPR129W,31
YMR038C,31
YIL003W,31
YDR152W,31
YMR036C,31
YKR069W,31
YOR265W,31
YDL065C,31
YFL026W,31
YLR399C,31
YDR458C,31
YER117W,31
YGL026C,31
YBR108W,31
YDR184C,31
YDR420W,31
YGL023C,31
YMR072W,31
YNL079C,31
YLR312W-A,31
YIL158W,31
YBR105C,31
YCR097W,31
YFL034C-A,31
YCR017C,31
YJL096W,31
YOL096C,31
YDR051C,31
YDR122W,31
YKL122C,31
YNL177C,31
YOR111W,31
YBR228W,31
YIR039C,31
YDR050C,31
YMR272C,31
YLR084C,31
YPL090C,31
YKL129C,31
YJR117W,31
YML028W,31
YNR044W,31
YIL052C,31
YHL036W,31
YML085C,31
YNR006W,31
YKL006C-A,31
YJR073C,31
YHR064C,31
YGR197C,31
YKR074W,31
YNL234W,31
YLR204W,31
YLR055C,31
YMR230W,31
YMR226C,31
YOR210W,32
YLR005W,32
YFL017W-A,32
YBR018C,32
YOR119C,32
YLR052W,32
YJL212C,32
YCL056C,32
YMR197C,32
YJL012C,32
YJL014W,32
YMR123W,32
YNR053C,32
YLR044C,32
YEL011W,32
YOR148C,32
YDR427W,32
YLR071C,32
YHR150W,32
YBR275C,32
YDL229W,32
YLR036C,32
YGR024C,32
YNL305C,32
YBR059C,32
YKR025W,32
YLR049C,32
YDR502C,32
YEL058W,32
YOL093W,32
YML123C,32
YMR079W,32
YFR052W,32
YML019W,32
YOL108C,32
YML062C,32
YLR100W,32
YER050C,32
YHR042W,32
YML015C,32
YDR498C,32
YDR530C,32
YLR417W,32
YBR161W,32
YMR110C,32
YGR172C,32
YGL254W,32
YER093C,32
YBR169C,32
YHR200W,32
YOR332W,32
YBR131W,32
YDR322C-A,33
YOR252W,33
YBL028C,33
YJL125C,33
YNL317W,33
YFR028C,33
YBR281C,33
YJL062W,33
YHR132W-A,33
YBR207W,33
YLR216C,33
YKL052C,33
YBR286W,33
YAL013W,33
YKL013C,33
YGR123C,33
YOR385W,33
YDL122W,33
YOR017W,33
YOL038W,33
YBR273C,33
YNL327W,33
YBR111C,33
YOR046C,33
YDR019C,33
YCL031C,33
YCL016C,33
YMR210W,33
YML131W,33
YJR009C,33
YOR293W,33
YMR285C,33
YIL070C,33
YPR063C,33
YDL045W-A,33
YNR027W,33
YMR091C,33
YIL011W,33
YCR002C,33
YDR361C,33
YOR075W,33
YPR080W,33
YPR088C,33
YER033C,33
YML052W,33
YDL058W,33
YMR114C,33
YML048W,33
YPL211W,33
YGR204W,33
YNL015W,33
YKR091W,33
YKR057W,33
YLR200W,33
YNL071W,33
YJR092W,33
YCL052C,33
YBL064C,33
YGR185C,33
YBL091C,33
YGL130W,33
YOL124C,33
YKL190W,33
YOL040C,33
YNL115C,33
YHR066W,33
YIL143C,33
YNL112W,33
YLR146C,33
YOR138C,33
YMR255W,34
YMR004W,34
YBR122C,34
YNL099C,34
YKL028W,34
YIL051C,34
YML011C,34
YPL014W,34
YGR055W,34
YNL208W,34
YDR350C,34
YMR302C,34
YOL052C-A,34
YJR072C,34
YDL166C,34
YGL090W,34
YPL127C,34
YDR183W,34
YDL057W,34
YKL091C,34
YGR206W,34
YOL008W,34
YFL042C,34
YDR197W,34
YAR015W,34
YBR185C,34
YDR210W,34
YOL003C,34
YBL009W,34
YGL018C,34
YNL301C,34
YLR043C,34
YCL059C,34
YGR021W,34
YLL009C,34
YJR141W,34
YER087C-B,34
YMR219W,34
YDR410C,34
YER014W,34
YGL253W,34
YKL057C,34
YAL022C,34
YOL016C,35
YCR082W,35
YBR216C,35
YOL013W-A,35
YOL077W-A,35
YBR217W,35
YNL259C,35
YNR007C,35
YHR133C,35
YCL064C,35
YOL063C,35
YBR296C,35
YCR066W,35
YNR013C,35
YKL213C,35
YNL111C,35
YKL098W,35
YPL061W,35
YKL038W,35
YDR176W,35
YDR156W,35
YOR067C,35
YOR383C,35
YGL211W,35
YML030W,35
YML025C,35
YML008C,35
YPR188C,35
YOR288C,35
YDR012W,35
YDL043C,35
YDL052C,35
YOR220W,35
YOR201C,35
YLR376C,35
YOR173W,35
YJL218W,35
YDR224C,35
YPL065W,35
YLR118C,35
YGR248W,35
YPL028W,35
YDR333C,35
YLR179C,35
YAL032C,35
YGR013W,35
YPR020W,35
YPL172C,35
YGL017W,35
YLR264C-A,35
YLR285W,35
YLR298C,35
YPL194W,35
YDR428C,35
YMR184W,35
YJR105W,35
YBR005W,35
YMR202W,35
YHR144C,35
YJR063W,36
YML032C,36
YBR129C,36
YCR036W,36
YBR255C-A,36
YPL011C,36
YHR187W,36
YHR005C-A,36
YLR177W,36
YLR017W,36
YLR176C,36
YGR005C,36
YDR537C,36
YDL007W,36
YOR257W,36
YMR209C,36
YML058W-A,36
YPR144C,36
YMR049C,36
YDL159W,36
YOR045W,36
YLR295C,36
YER110C,36
YLR398C,36
YJR080C,36
YNL130C,36
YDR079W,36
YBR282W,36
YNL052W,36
YDR155C,36
YLL023C,36
YDR412W,36
YDR135C,36
YKL029C,36
YDR128W,36
YLR259C,36
YGR002C,36
YIR034C,36
YHR147C,36
YMR282C,36
YHR123W,36
YBL071W-A,36
YMR120C,36
YPL060W,36
YHR058C,36
YOR216C,36
YOR244W,36
YER163C,36
YER134C,37
YEL025C,37
YBR246W,37
YMR161W,37
YIL134W,37
YDR172W,37
YJR069C,37
YKR055W,37
YDR294C,37
YKL206C,37
YPL069C,37
YJL030W,37
YGR261C,37
YPR014C,37
YML104C,37
YNL145W,37
YLR226W,37
YIL009C-A,37
YOR122C,37
YBR287W,37
YDR161W,37
YOL086W-A,37
YOR230W,37
YPL183C,37
YDL048C,37
YFR042W,37
YPL106C,37
YJR123W,37
YCR071C,37
YGL059W,37
YMR224C,37
YPL013C,37
YGR209C,37
YPL123C,37
YLR344W,37
YDL192W,37
YFR004W,37
YER013W,37
YDR208W,37
YIL098C,37
YDR262W,38
YDR260C,38
YOR163W,38
YBR193C,38
YLR032W,38
YNL074C,38
YDR462W,38
YBL046W,38
YNR046W,38
YPR086W,38
YIL133C,38
YLR003C,38
YER105C,38
YDR454C,38
YPL240C,38
YMR311C,38
YOR118W,38
YLR357W,38
YLR404W,38
YNL308C,38
YLR197W,38
YPL084W,38
YLR166C,38
YHR063W-A,38
YKR095W-A,38
YGR111W,38
YPR166C,38
YDR067C,38
YOR162C,38
YHL021C,38
YLR199C,38
YNL020C,38
YJR066W,38
YML022W,38
YIL078W,38
YJR014W,38
YGL255W,38
YDR119W-A,38
YBR016W,38
YML088W,38
YDR496C,38
YBR244W,38
YBR101C,38
YDR286C,38
YEL040W,38
YPL169C,38
YNR033W,38
YJL109C,38
YML110C,38
YEL063C,38
YNL222W,38
YLR143W,38
YNL078W,39
YLR301W,39
YOR077W,39
YJR094W-A,39
YGR252W,39
YGR009C,39
YJL034W,39
YGR254W,39
YBR025C,39
YNR049C,39
YDR353W,39
YNL023C,39
YBR233W-A,39
YLR045C,39
YGL136C,39
YLR250W,39
YNL040W,39
YIL110W,39
YLR221C,39
YPR112C,39
YNL149C,39
YGR095C,39
YJL177W,39
YCL032W,39
YOR038C,39
YOL086C,39
YOR374W,39
YJL171C,39
YDR473C,39
YOL078W,39
YML103C,39
YNL168C,39
YGR076C,39
YFL014W,39
YOR284W,39
YDR201W,39
YCR044C,39
YER070W,39
YMR250W,39
YHR143W-A,39
YPR183W,39
YCL043C,39
YHR078W,39
YPL212C,39
YOR193W,39
YPL216W,39
YLR364W,39
YMR146C,39
YPR093C,39
YLR390W-A,39
YOL109W,39
YLR381W,39
YFR036W,39
YLL006W,39
YDL126C,40
YGR007W,40
YJL145W,40
YMR174C,40
YKR022C,40
YBL052C,40
YMR222C,40
YOR007C,40
YMR011W,40
YBR251W,40
YDR013W,40
YFR050C,40
YBR236C,40
YOR002W,40
YNL248C,40
YPL077C,40
YER177W,40
YNL003C,40
YGL099W,40
YER030W,40
YMR124W,40
YNL264C,40
YMR153W,40
YFR041C,40
YGR037C,40
YNL148C,40
YKL210W,40
YOR386W,40
YNL049C,40
YOR382W,40
YLL026W,40
YOL148C,40
YOL101C,40
YLL034C,40
YDR175C,40
YLR442C,40
YOR368W,40
YLL018C-A,40
YLR304C,40
YBL005W,40
YJL168C,40
YDR117C,40
YLL058W,40
YAL021C,40
YPR162C,40
YDL147W,40
YJR084W,40
YNL010W,40
YAR018C,40
YJL002C,41
YPL039W,41
YOL135C,41
YJL001W,41
YJL200C,41
YJR052W,41
YHR018C,41
YPR118W,41
YPL083C,41
YGL228W,41
YPR023C,41
YHR021C,41
YIR035C,41
YBL107C,41
YNR065C,41
YOR276W,41
YOR280C,41
YPL139C,41
YPR176C,41
YGR192C,41
YPR155C,41
YDR371W,41
YNL173C,41
YLR079W,41
YDR330W,41
YDR329C,41
YMR264W,41
YLR182W,41
YBR279W,41
YNL055C,41
YGR075C,41
YKR081C,41
YDL015C,41
YNL096C,41
YNL275W,41
YDR281C,41
YML010W,41
YML074C,41
YDL202W,41
YDR182W,41
YHR188C,41
YLR287C-A,41
YDL225W,41
YGL057C,41
YLR086W,41
YMR271C,41
YLR021W,41
YDR376W,41
YKL009W,41
YGR099W,41
YNR008W,41
YMR173W,41
YDR374W-A,41
YDL143W,41
YLR088W,41
YAR002C-A,42
YER061C,42
YMR217W,42
YDR272W,42
YBR056W,42
YLR354C,42
YLR249W,42
YEL051W,42
YDL206W,42
YNL188W,42
YCL045C,42
YPR154W,42
YER032W,42
YKL165C,42
YDL097C,42
YCR012W,42
YDL233W,42
YLR104W,42
YGR284C,42
YGL226C-A,42
YLR293C,42
YGL064C,42
YOR123C,42
YER147C,42
YPL015C,42
YGR208W,42
YBR130C,42
YFR003C,42
YFR051C,42
YDL060W,42
YKR068C,42
YOL027C,42
YIL039W,42
YMR233W,42
YOL054W,42
YLR350W,42
YPL071C,42
YER072W,42
YMR275C,42
YJL026W,42
YGL225W,42
YBL041W,42
YLR064W,42
YML097C,42
YDR304C,42
YHR191C,42
YMR223W,42
YMR295C,42
YNL061W,42
YJR040W,43
YCR077C,43
YHR019C,43
YJL179W,43
YNL233W,43
YML060W,43
YER034W,43
YJL143W,43
YKL068W-A,43
YMR158C-A,43
YMR115W,43
YHR159W,43
YMR058W,43
YDL004W,43
YMR268C,43
YDR009W,43
YFR001W,43
YDR531W,43
YPR190C,43
YHR013C,43
YIR003W,43
YOR060C,43
YDL197C,43
YHR132C,43
YJL148W,43
YPR184W,43
YBR065C,43
YOR025W,43
YER016W,43
YGL105W,43
YFL025C,43
YGL242C,43
YCR043C,43
YDL112W,43
YCL005W,43
YGL174W,43
YBR142W,43
YPR036W,43
YJR124C,43
YLR418C,43
YDR364C,43
YGL157W,43
YPR003C,43
YBR196C,43
YNL100W,43
YLR284C,43
YLR215C,43
YOL049W,43
YDR388W,43
YNL107W,43
YLR087C,43
YKL175W,43
YLR447C,43
YPL175W,44
YIL145C,44
YOR149C,44
YKR039W,44
YDR226W,44
YDL219W,44
YPL191C,44
YOR321W,44
YHR062C,44
YGL077C,44
YJR135C,44
YLR207W,44
YDL176W,44
YDR069C,44
YLR275W,44
YOR298W,44
YJL097W,44
YHR075C,44
YNR020C,44
